,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
85,85,85,36.0,0.19380000233650208,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'balance', 'factor', 'tree', 'node', 'equal', 'rebalance', 'avl', 'tree', 'follow', 'hold', 'true']","If the balance factor of a tree node equals to 2, when rebalancing an AVL tree, which of the following pseudo-code holds true?
"
86,86,86,2.0,0.10689999908208847,"hash, table, bucket, open, insert, close, key, function, slot, closed","['for', 'hash', 'table']","The load factor for a hash table is:
"
87,87,87,36.0,0.3102000057697296,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'best', 'average', 'bad', 'case', 'time', 'complexity']","Which two sorting algorithms have a best (O), average (?), and worst-case (O) time complexity of n(log(n))?
"
88,88,88,36.0,0.2861999869346619,"retrieve, deletion, patient, hold, extremely, surgery, longer, allow, feature, busy","['hire', 'surgery', 'create', 'system', 'hold', 'patient', 'record', 'surgery', 'extremely', 'busy', 'retrieve', 'record', 'must', 'fast', 'possible', 'surgery', 'state', 'previous', 'system', 'allow', 'sort', 'record', 'feature', 'longer', 'require', 'many', 'patient', 'join', 'leave', 'insertion', 'deletion', 'must', 'fast']","You have been hired by a surgery to create a system that can hold patient records. The surgery is extremely busy, so retrieving records must be as fast as possible. The surgery has stated that the previous system allowed them to sort records, but this feature was no longer required. As many patients join and leave, insertion and deletion must both be very fast.
"
89,89,89,59.0,0.16030000150203705,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'arrlength', 'for', 'int', 'for', 'int', 'if', 'name', 'bad', 'complexity', 'average', 'complexity', 'good', 'complexity']","Analyse the sorting algorithm belowvoid sort(int arr[]){ int n = arr.length; for (int i = 0; i < n-1; i++) { int min_idx = i; for (int j = i+1; j < n; j++) if (arr[j] < arr[min_idx]) min_idx = j; int temp = arr[min_idx]; arr[min_idx] = arr[i]; arr[i] = temp;}State the name of the algorithm, the worst complexity, average complexity and best complexity
"
90,90,90,36.0,0.3158999979496002,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['like', 'book', 'alphabetically', 'go', 'away', 'mother', 'buy', 'book', 'for', 'monthhowever', 'stick', 'emma', 'system', 'slide', 'book', 'wherever', 'convenient', 'rearrange', 'exist', 'come', 'home', 'vacation', 'want', 'sort', 'book', 'back', 'alphabetical', 'orderwhat', 'fast', 'could']","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
"
91,91,91,20.0,0.10130000114440918,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['equivalent', 'sort']","A shell sort where h=1 is equivalent to which other sort?
"
92,92,92,36.0,0.2142000049352646,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['complexity', 'insertion', 'sort', 'already', 'sort', 'array']","What is the complexity of insertion sort on an already sorted array?
"
93,93,93,36.0,0.08160000294446945,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'function', 'stack']","Which of the following is not a function of a stack?
"
94,94,94,6.0,0.1421000063419342,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'would', 'outcome', 'print', 'node', 'via', 'order', 'traversal']","Consider the following binary tree:What would be the outcome of printing each node via in-order traversal?
"
95,95,95,29.0,0.17430000007152555,"for, time, complexity, search, runtime, function, none, follow, correct, give","['possible', 'search', 'for', 'word', 'english', 'language', 'constant', 'time', 'complexity']","Is it possible to search for any word in the english language in constant time complexity ?
"
96,96,96,42.0,0.12049999833106995,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['if', 'perform', 'bubble', 'sort', 'list', 'many', 'swap', 'carry', 'pass']","If you perform a bubble sort on the list:62, 90, 14, 43, 54, 94, 18, 74, 3, 49How many swaps will have been carried out after the 5th pass?
"
97,97,97,23.0,0.2412000000476837,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'hash', 'function', 'open', 'hashing', 'table', 'item', 'take', 'comparison', 'find', 'if', 'follow', 'item', 'add', 'use', 'give', 'hashing', 'function']","Given the hash function of % 11 into an open hashing table, which item will take the most comparisons to find if the following items are added using the given hashing function?11, 17, 32, 132, 4, 9, 100, 34, 25, 98, 165, 77, 40.
"
98,98,98,23.0,0.09380000084638596,"tree, binary, node, avl, search, child, root, follow, height, leaf","['condition', 'need', 'meet', 'for', 'binary', 'tree']","What conditions need to be met for a binary tree to be perfectly balanced
"
99,99,99,17.0,0.14550000429153442,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'traversal', 'similar', 'expression', 'evaluation']","Which binary tree traversal is similar to expression evaluation?
"
100,100,100,52.0,0.25290000438690186,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'good', 'case', 'time', 'complexity']","Which two sorting algorithms have a best case time complexity of O(n)
"
101,101,101,36.0,0.25799998641014105,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'implement', 'hash', 'table', 'possible', 'bucket', 'intend', 'add', 'maximum', 'key', 'tablethe', 'hash', 'table', 'closed', 'use', 'linear', 'average', 'number', 'step', 'take', 'insert', 'find', 'item', 'hash', 'table']","Consider you are implementing a hash table with 200 possible buckets, and intend to add a maximum of 150 keys to the table.The hash table is closed and uses linear probing.What is the average number of steps taken to insert/find an item in this hash table?
"
102,102,102,23.0,0.12449999898672105,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['sort', 'show', 'initial', 'list', 'pass', 'pass', 'sort', 'use']","The result of each pass of a sorting algorithm is shown below:Initial list: 3 4 2 1 7 5 8 61st pass: 2 1 3 4 7 5 8 62nd pass: 1 2 3 4 7 5 8 63rd pass: 1 2 3 4 5 6 7 84th pass: 1 2 3 4 5 6 7 8Which sorting algorithm was used?
"
103,103,103,36.0,0.22349999845027926,"datum, structure, data, space, implement, possible, memory, store, work, for","['datum', 'structure', 'implement', 'enable', 'add', 'begin', 'remove', 'end', 'complexity']","Which data structure can be implemented to enable both adding at the beginning and removing at the end to have O(1) complexity?
"
104,104,104,38.0,0.11940000206232072,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'path', 'pre', 'order', 'search', 'follow', 'tree']","What would be the path of a pre-order search on the following tree? 5 / \ 3 7 / \ \ 2 6 9 / \ \ \ 1 4 8 10
"
105,105,105,17.0,0.13819999992847445,"right, leave, node, process, sub, current, subtree, describe, differ, left","['datum', 'structure', 'node', 'leave', 'branch']","Which data structure has nodes, leaves and branches?
"
106,106,106,25.0,0.16779999434947968,"datum, structure, data, space, implement, possible, memory, store, work, for","['datum', 'structure', 'degenerate', 'binary', 'tree', 'similar']","Which data structure is a degenerate binary tree most similar to?
"
107,107,107,38.0,0.09799999743700027,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['search', 'link', 'list', 'start', 'position']","Searching a linked list starts from which position?
"
108,108,108,36.0,0.244499996304512,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'good', 'time', 'complexity', 'ofo', 'log']","Which sort doesn't have a best time complexity ofO(n log(n)).
"
109,109,109,36.0,0.0584000013768673,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['divisible', 'small', 'possible', 'value']","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
"
110,110,110,24.0,0.0584000013768673,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['divisible', 'small', 'possible', 'value']","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
"
111,111,111,52.0,0.2299000024795532,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'would', 'result', 'post', 'order', 'traversal']","Given the following tree, what would be the result of a post-order traversal?
"
112,112,112,6.0,0.3418000042438507,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['abstract', 'structure', 'use', 'node', 'contain', 'element', 'pointer', 'indicate', 'head', 'lead', 'element', 'potentially', 'indicate', 'tail', 'element', 'node', 'contain', 'reference', 'node', 'ahead', 'behind']","This abstract data structure uses nodes to contains its elements, has a pointer that indicates its head, or leading, element (and potentially one to indicate its tail element) and each of its nodes contains a reference to both the node ahead of it and behind it. What is it?
"
113,113,113,39.0,0.4397000074386597,"run, large, fast, term, quicksort, exact, record, partition, question, information","['own', 'large', 'selection', 'vinyl', 'record', 'inherit', 'record', 'recently', 'decease', 'motherhis', 'mother', 'exact', 'amount', 'double', 'decide', 'good', 'time', 'finally', 'sort', 'collection', 'arranging', 'record', 'alphabetical', 'order', 'whilst', 'add', 'new', 'onesjimmy', 'preference', 'come', 'sort', 'collection', 'space', 'for', 'sort', 'enough', 'storage', 'for', 'record', 'less', 'large', 'number', 'item', 'sort', 'want', 'do', 'fast', 'possible']","Jimmy owns a large selection of vinyl records. He has just inherited more records from his recently deceased mother.His mother had the exact amount of records that Jimmy has, doubling Jimmy's collection.Jimmy has decided that now is a good time to finally sort his collection by arranging the records in alphabetical order, whilst adding the new ones.Jimmy has some preferences when it comes to sorting the collection:- He doesn't have any more space for sorting. He has enough storage for all of the records, no more, no less.- With a large number of items to sort, he wants this done as fast as possible.
"
114,114,114,39.0,0.12099999934434892,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'correct', 'balance', 'factor', 'for', 'follow', 'tree', 'balance']","Which of the following are the correct balance factors for the following tree? 6 / \ 3 10 / \ 2 4 \ 5And is it balanced?
"
