,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
88,88,59,0.286199987,"retrieve, deletion, patient, hold, extremely, surgery, longer, allow, feature, busy","['hire', 'surgery', 'create', 'system', 'hold', 'patient', 'record', 'surgery', 'extremely', 'busy', 'retrieve', 'record', 'must', 'fast', 'possible', 'surgery', 'state', 'previous', 'system', 'allow', 'sort', 'record', 'feature', 'longer', 'require', 'many', 'patient', 'join', 'leave', 'insertion', 'deletion', 'must', 'fast']","You have been hired by a surgery to create a system that can hold patient records. The surgery is extremely busy, so retrieving records must be as fast as possible. The surgery has stated that the previous system allowed them to sort records, but this feature was no longer required. As many patients join and leave, insertion and deletion must both be very fast.
"
89,89,36,0.160300002,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'arrlength', 'for', 'int', 'for', 'int', 'if', 'name', 'bad', 'complexity', 'average', 'complexity', 'good', 'complexity']","Analyse the sorting algorithm belowvoid sort(int arr[]){ int n = arr.length; for (int i = 0; i < n-1; i++) { int min_idx = i; for (int j = i+1; j < n; j++) if (arr[j] < arr[min_idx]) min_idx = j; int temp = arr[min_idx]; arr[min_idx] = arr[i]; arr[i] = temp;}State the name of the algorithm, the worst complexity, average complexity and best complexity
"
90,90,20,0.315899998,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['like', 'book', 'alphabetically', 'go', 'away', 'mother', 'buy', 'book', 'for', 'monthhowever', 'stick', 'emma', 'system', 'slide', 'book', 'wherever', 'convenient', 'rearrange', 'exist', 'come', 'home', 'vacation', 'want', 'sort', 'book', 'back', 'alphabetical', 'orderwhat', 'fast', 'could']","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
"
91,91,36,0.101300001,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['equivalent', 'sort']","A shell sort where h=1 is equivalent to which other sort?
"
92,92,36,0.214200005,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['complexity', 'insertion', 'sort', 'already', 'sort', 'array']","What is the complexity of insertion sort on an already sorted array?
"
93,93,29,0.081600003,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'function', 'stack']","Which of the following is not a function of a stack?
"
94,94,52,0.142100006,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'would', 'outcome', 'print', 'node', 'via', 'order', 'traversal']","Consider the following binary tree:What would be the outcome of printing each node via in-order traversal?
"
95,95,29,0.1743,"for, time, complexity, search, runtime, function, none, follow, correct, give","['possible', 'search', 'for', 'word', 'english', 'language', 'constant', 'time', 'complexity']","Is it possible to search for any word in the english language in constant time complexity ?
"
96,96,13,0.120499998,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['if', 'perform', 'bubble', 'sort', 'list', 'many', 'swap', 'carry', 'pass']","If you perform a bubble sort on the list:62, 90, 14, 43, 54, 94, 18, 74, 3, 49How many swaps will have been carried out after the 5th pass?
"
97,97,23,0.2412,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'hash', 'function', 'open', 'hashing', 'table', 'item', 'take', 'comparison', 'find', 'if', 'follow', 'item', 'add', 'use', 'give', 'hashing', 'function']","Given the hash function of % 11 into an open hashing table, which item will take the most comparisons to find if the following items are added using the given hashing function?11, 17, 32, 132, 4, 9, 100, 34, 25, 98, 165, 77, 40.
"
98,98,2,0.093800001,"tree, binary, node, avl, search, child, root, follow, height, leaf","['condition', 'need', 'meet', 'for', 'binary', 'tree']","What conditions need to be met for a binary tree to be perfectly balanced
"
99,99,52,0.145500004,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'traversal', 'similar', 'expression', 'evaluation']","Which binary tree traversal is similar to expression evaluation?
"
100,100,36,0.252900004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'good', 'case', 'time', 'complexity']","Which two sorting algorithms have a best case time complexity of O(n)
"
101,101,23,0.257999986,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'implement', 'hash', 'table', 'possible', 'bucket', 'intend', 'add', 'maximum', 'key', 'tablethe', 'hash', 'table', 'closed', 'use', 'linear', 'average', 'number', 'step', 'take', 'insert', 'find', 'item', 'hash', 'table']","Consider you are implementing a hash table with 200 possible buckets, and intend to add a maximum of 150 keys to the table.The hash table is closed and uses linear probing.What is the average number of steps taken to insert/find an item in this hash table?
"
102,102,26,0.124499999,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['sort', 'show', 'initial', 'list', 'pass', 'pass', 'sort', 'use']","The result of each pass of a sorting algorithm is shown below:Initial list: 3 4 2 1 7 5 8 61st pass: 2 1 3 4 7 5 8 62nd pass: 1 2 3 4 7 5 8 63rd pass: 1 2 3 4 5 6 7 84th pass: 1 2 3 4 5 6 7 8Which sorting algorithm was used?
"
103,103,38,0.223499998,"datum, structure, data, space, implement, possible, memory, store, work, for","['datum', 'structure', 'implement', 'enable', 'add', 'begin', 'remove', 'end', 'complexity']","Which data structure can be implemented to enable both adding at the beginning and removing at the end to have O(1) complexity?
"
104,104,52,0.119400002,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'path', 'pre', 'order', 'search', 'follow', 'tree']","What would be the path of a pre-order search on the following tree? 5 / \ 3 7 / \ \ 2 6 9 / \ \ \ 1 4 8 10
"
105,105,17,0.1382,"right, leave, node, process, sub, current, subtree, describe, differ, left","['datum', 'structure', 'node', 'leave', 'branch']","Which data structure has nodes, leaves and branches?
"
106,106,38,0.167799994,"datum, structure, data, space, implement, possible, memory, store, work, for","['datum', 'structure', 'degenerate', 'binary', 'tree', 'similar']","Which data structure is a degenerate binary tree most similar to?
"
107,107,25,0.097999997,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['search', 'link', 'list', 'start', 'position']","Searching a linked list starts from which position?
"
108,108,36,0.244499996,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'good', 'time', 'complexity', 'ofo', 'log']","Which sort doesn't have a best time complexity ofO(n log(n)).
"
109,109,24,0.058400001,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['divisible', 'small', 'possible', 'value']","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
"
110,110,24,0.058400001,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['divisible', 'small', 'possible', 'value']","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
"
111,111,52,0.229900002,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'would', 'result', 'post', 'order', 'traversal']","Given the following tree, what would be the result of a post-order traversal?
"
112,112,6,0.341800004,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['abstract', 'structure', 'use', 'node', 'contain', 'element', 'pointer', 'indicate', 'head', 'lead', 'element', 'potentially', 'indicate', 'tail', 'element', 'node', 'contain', 'reference', 'node', 'ahead', 'behind']","This abstract data structure uses nodes to contains its elements, has a pointer that indicates its head, or leading, element (and potentially one to indicate its tail element) and each of its nodes contains a reference to both the node ahead of it and behind it. What is it?
"
113,113,39,0.439700007,"run, large, fast, term, quicksort, exact, record, partition, question, information","['own', 'large', 'selection', 'vinyl', 'record', 'inherit', 'record', 'recently', 'decease', 'motherhis', 'mother', 'exact', 'amount', 'double', 'decide', 'good', 'time', 'finally', 'sort', 'collection', 'arranging', 'record', 'alphabetical', 'order', 'whilst', 'add', 'new', 'onesjimmy', 'preference', 'come', 'sort', 'collection', 'space', 'for', 'sort', 'enough', 'storage', 'for', 'record', 'less', 'large', 'number', 'item', 'sort', 'want', 'do', 'fast', 'possible']","Jimmy owns a large selection of vinyl records. He has just inherited more records from his recently deceased mother.His mother had the exact amount of records that Jimmy has, doubling Jimmy's collection.Jimmy has decided that now is a good time to finally sort his collection by arranging the records in alphabetical order, whilst adding the new ones.Jimmy has some preferences when it comes to sorting the collection:- He doesn't have any more space for sorting. He has enough storage for all of the records, no more, no less.- With a large number of items to sort, he wants this done as fast as possible.
"
114,114,29,0.120999999,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'correct', 'balance', 'factor', 'for', 'follow', 'tree', 'balance']","Which of the following are the correct balance factors for the following tree? 6 / \ 3 10 / \ 2 4 \ 5And is it balanced?
"
115,115,35,0.1021,"int, if, for, while, return, follow, code, mean, sum, new","['sort', 'for', 'while']","What sorting algorithm is for the code belowfor (i = 1; i < n; i++){key = arr[i];j = i - 1;while (j >= 0 && arr[j] > key){arr[j + 1] = arr[j];j = j - 1;}arr[j + 1] = key;}}
"
116,116,35,0.243200004,"int, if, for, while, return, follow, code, mean, sum, new","['runtime', 'for', 'section', 'codefor', 'int', 'for', 'int', 'pickle']","What is the runtime for this section of code?for(int i=1; i<n; i*=2) for(int j=0; j<10; j++) System.out.println(""any pickles?"");
"
117,117,24,0.061000001,"value, balance, rotation, unbalanced, clockwise, become, dependant, occur, bst, insert","['if', 'divisible', 'value']","If 617 – x is divisible by 17.What is the value of x?
"
118,118,29,0.119800001,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'statement', 'regard', 'complexity', 'isnot', 'correct']","Which of the following statements regarding complexity isnot correct?
"
119,119,41,0.096199997,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['statement', 'regard', 'tree', 'irrelevant']","Which statement regarding trees is irrelevant?
"
120,120,52,0.135800004,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'method', 'use', 'print', 'element', 'binary', 'search', 'tree', 'ascend', 'order']","What traversal method should be used to print the elements of a binary search tree in ascending order?
"
